ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC,VG_avg,VG_max,VG_sum,CompilationUnit,bug
0,1,1,1,7,7,7,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,2,13,3,3,3,1,0
0,5.555555556,21,50,7.555555556,19,68,1.444444444,2,13,0,0,0,0,9,9,9,1,5,5,5,0,0,0,2.777777778,4,25,122,2.111111111,5,19,1,0
0,21,30,63,30,38,90,3.666666667,5,11,0,0,0,0,3,3,3,1,1,1,1,0,0,0,2,4,6,120,6,7,18,1,0
0,5.333333333,10,16,12.66666667,29,38,3,6,9,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,2,3,64,4.333333333,9,13,1,0
0,7.333333333,18,110,12.2,29,183,2.066666667,4,31,0,0,0,0,15,15,15,1,0,0,0,0,0,0,2,5,30,248,3.066666667,10,46,1,0
11,7.714285714,39,270,11.51428571,61,403,1.742857143,4,61,16,16,16,0,34,34,34,1,0,0,0,1,1,1,0.771428571,2,27,546,2.571428571,10,90,1,2
0,0.5,1,1,5.5,10,11,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,29,1,1,2,1,0
0,4,5,8,9.5,13,19,3,4,6,0,0,0,0,2,2,2,1,1,1,1,0,0,0,2.5,4,5,37,3,4,6,1,0
0,0.857142857,4,6,3.285714286,13,23,1.285714286,3,9,1,2,2,0,3.5,4,7,1,0,0,0,0,0,0,1,2,7,54,1.428571429,4,10,1,0
0,4.5,17,18,4.5,16,18,1,2,4,0,0,0,0,4,4,4,1,0,0,0,0,0,0,1.25,2,5,45,1.75,5,7,1,1
0,1.166666667,6,7,3,7,18,1,1,6,2,2,2,0,6,6,6,1,0,0,0,0,0,0,0.833333333,2,5,36,1,1,6,1,1
0,2.666666667,15,16,5.166666667,19,31,1.166666667,2,7,3,3,3,0,6,6,6,1,0,0,0,0,0,0,1,3,6,52,1.666666667,5,10,1,1
0,2.333333333,6,7,4,6,12,1.666666667,3,5,1,1,1,0,3,3,3,1,0,0,0,0,0,0,1,2,3,25,1.666666667,3,5,1,1
0,2.666666667,6,8,5.666666667,7,17,2,3,6,1,1,1,0,3,3,3,1,0,0,0,0,0,0,1,2,3,32,2,3,6,1,1
2,3.227272727,11,71,6.5,32,143,1.409090909,3,31,2,8,10,0,4.4,10,22,1,1.2,6,6,0,0,0,0.909090909,3,20,258,1.772727273,6,39,1,0
0,7.5,11,15,5,7,10,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,19,1,1,2,1,0
0,5,8,10,7.5,11,15,1.5,2,3,2,2,2,0,2,2,2,1,0,0,0,0,0,0,1.5,3,3,33,2.5,4,5,1,0
0,5.333333333,10,16,10.66666667,14,32,2,3,6,2,2,2,0,3,3,3,1,0,0,0,0,0,0,1,2,3,57,3,5,9,1,0
1,4.333333333,13,39,5,15,45,1.222222222,2,11,6,6,6,0,9,9,9,1,0,0,0,0,0,0,0.888888889,3,8,82,1.111111111,2,10,1,0
0,8.5,14,17,5.5,9,11,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,21,1,1,2,1,0
3,4.538461538,12,118,6.846153846,24,178,1.423076923,4,37,7,7,7,0,26,26,26,1,0,0,0,0,0,0,0.5,3,13,266,2.076923077,6,54,1,0
2,5,18,95,8,29,152,1.631578947,4,31,8,8,8,0,19,19,19,1,1,1,1,0,0,0,0.736842105,4,14,227,2.684210526,8,51,1,2
0,4.545454545,14,50,7.090909091,25,78,1.636363636,4,18,2,2,2,0,11,11,11,1,0,0,0,0,0,0,0.818181818,2,9,131,3.090909091,9,34,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,16,16,0,0,0,0,0,0,19,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,6.5,7,13,5,0,0,0,1,0
0,5.5,7,11,19,20,38,3,3,6,0,0,0,0,2,2,2,1,1,1,1,0,0,0,2.5,4,5,59,9,9,18,1,0
0,2.125,13,17,2.25,11,18,1.125,2,9,1,1,1,0,8,8,8,1,0,0,0,0,0,0,0.375,1,3,49,1.25,3,10,1,0
0,9,9,9,19,19,19,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,33,4,4,4,1,0
0,1.25,2,5,1.75,5,7,1.25,2,5,0,0,0,0,1,1,1,1,2,2,2,3,3,3,1.25,2,5,23,1.25,2,5,1,1
3,3.703703704,23,100,7.407407407,47,200,1.666666667,5,45,3,3,3,0,16,16,16,1,8,8,8,11,11,11,0.740740741,3,20,317,2.777777778,13,75,1,1
11,5.685185185,56,307,8.111111111,75,438,1.37037037,4,74,3.8,16,19,0,9.4,25,47,1,0.8,4,4,1.4,7,7,0.722222222,3,39,646,2.018518519,9,109,1,0
3,3.583333333,10,43,7.083333333,23,85,1.25,2,15,8,8,8,0,12,12,12,1,2,2,2,0,0,0,1.583333333,7,19,136,1.833333333,4,22,1,0
0,4,11,12,6.333333333,15,19,1.666666667,3,5,0,0,0,0,3,3,3,1,0,0,0,0,0,0,2,2,6,35,3.333333333,7,10,1,0
0,2.714285714,15,19,3.428571429,18,24,1,3,7,2,2,2,0,7,7,7,1,0,0,0,0,0,0,0.714285714,2,5,50,1.142857143,4,8,1,0
0,3.8,6,19,6.4,12,32,1.8,3,9,1.5,2,3,0,2.5,4,5,1,0,0,0,0,0,0,1.6,4,8,67,2.2,3,11,1,0
0,3.166666667,10,19,6.333333333,23,38,1.5,3,9,2,2,2,0,6,6,6,1,0,0,0,0,0,0,1.5,3,9,65,2.666666667,7,16,1,0
0,3.6,5,18,7.2,10,36,1.6,2,8,3,3,3,0,5,5,5,1,4,4,4,0,0,0,1,4,5,59,3,4,15,1,0
8,3.741935484,33,116,9.612903226,70,298,1.870967742,3,58,2.444444444,21,22,0,3.444444444,22,31,1,0,0,0,0,0,0,1.032258065,5,32,415,2.806451613,16,87,1,0
0,4,7,8,6,11,12,1,1,2,5,5,5,0,2,2,2,1,0,0,0,0,0,0,2.5,5,5,27,2,3,4,1,0
0,6.5,11,13,5.5,10,11,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,21,1,1,2,1,0
0,5,9,10,3.5,6,7,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,16,1,1,2,1,0
0,5,9,10,3.5,6,7,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,16,1,1,2,1,0
0,3.5,4,7,10.5,16,21,2,2,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,3,4,6,34,4,6,8,1,0
3,4.960784314,35,253,8.039215686,31,410,1.647058824,5,84,7,19,21,0,17,48,51,1,0,0,0,0,0,0,0.862745098,3,44,574,2.62745098,7,134,1,0
1,6.777777778,19,61,9.555555556,23,86,1.666666667,3,15,1,1,2,0,4.5,7,9,1,0,0,0,0,0,0,1.111111111,3,10,139,2.666666667,6,24,1,0
0,0.823529412,4,14,1.764705882,7,30,1,1,17,6,6,6,0,17,17,17,1,0,0,0,0,0,0,0.470588235,2,8,73,1.235294118,3,21,1,0
14,5.043956044,21,459,7.681318681,32,699,1.615384615,5,147,7.5,43,45,0,15,77,90,1,1.833333333,11,11,0.166666667,1,1,0.868131868,7,79,1023,2.175824176,13,198,1,3
0,0,0,0,0,0,0,0.785714286,1,11,0,0,0,0,14,14,14,1,0,0,0,0,0,0,0.571428571,3,8,30,0.785714286,1,11,1,0
4,3.333333333,13,60,5.944444444,24,107,1.555555556,4,28,12,12,12,0,18,18,18,1,0,0,0,0,0,0,0.833333333,3,15,187,1.611111111,4,29,1,0
0,5,10,25,6,11,30,1.8,3,9,0,0,0,0,3,3,3,1,1,1,1,2,2,2,4.2,5,21,53,2.4,4,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,5,0,0,0,1,0
0,0.142857143,1,3,1.380952381,3,29,1,1,21,2,2,2,0,18,18,18,1,0,0,0,3,3,3,0.428571429,2,9,79,1,1,21,1,0
0,14.66666667,80,132,22.11111111,118,199,2.777777778,7,25,1.5,3,3,0,0.5,1,1,1,0,0,0,4,8,8,2.777777778,6,25,241,6.777777778,32,61,1,0
0,1.555555556,4,14,6,18,54,1.666666667,2,15,0,0,0,0,0,0,0,1,0,0,0,9,9,9,2.888888889,7,26,82,2.111111111,5,19,1,0
0,1.6,4,8,1.6,4,8,1,1,5,1,1,1,0,5,5,5,1,0,0,0,0,0,0,1,1,5,26,1,1,5,1,0
0,6,21,54,9.111111111,23,82,1.777777778,3,16,0,0,0,0,1,1,1,1,0,0,0,8,8,8,1.333333333,2,12,118,3,9,27,1,0
0,4.166666667,11,25,5.166666667,13,31,1.166666667,2,7,0,0,0,0,1,1,1,1,0,0,0,5,5,5,0.666666667,1,4,60,2.333333333,7,14,1,0
