$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
25.63,1.06,0.0,20.11,103.77,245.85,7.4,13.53,9.47,0.72,309.41,0.81,0.55,0.09,0.54,0.0,0.0,43.96,7.63,2.17,1
10.04,1.61,0.0,17.97,71.63,335.77,6.58,22.02,5.97,0.76,491.56,0.58,0.48,0.15,0.2,0.0,0.0,50.67,13.02,2.64,1
19.86,1.46,0.0,13.36,50.16,29.53,4.66,16.5,3.67,0.81,283.0,0.68,0.15,0.08,0.25,0.0,0.0,44.82,7.6,3.58,1
5,2,0,11,28,6,0,11,3,0.833333333,216,0.666666667,0,0.25,0.416666667,0,0,41.6,14,3.2,1
27.53,1.37,0.0,11.07,66.73,291.03,7.54,14.91,6.99,0.89,472.57,0.7,0.69,0.02,0.28,0.0,0.01,49.7,20.18,3.08,1
27,2,0,29,92,213,2,27,18,0.887362637,596,0.714285714,0,0.193548387,0.196153846,0,0,20.55555556,11,2.3704,2
6,1,0,15,38,7,1,14,3,0.733333333,336,0.666666667,0,0,0.35,0,0,54.5,18,4,1
6,1,0,8,47,13,0,8,3,0.8,257,0.5,0,0,0.2,0,0,41.5,6,1.5,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
6.25,1.87,0.0,11.53,40.95,7.11,3.15,22.17,19.44,0.87,314.52,0.75,0.1,0.24,0.41,0.0,0.0,41.57,14.01,2.24,1
45.21,1.03,0.0,32.01,108.55,341.68,6.65,21.98,5.57,0.95,620.29,0.71,0.67,0.0,0.18,0.0,0.0,44.34,13.84,2.64,1
10,1,0,38,108,39,1,37,3,0.833333333,604,0.5,0,0,0.19047619,0,0,59.2,6,2.2,4
41.63,1.91,0.0,31.95,92.71,222.14,11.51,16.52,10.36,0.8,529.66,0.71,0.65,0.16,0.26,0.0,0.0,47.4,22.04,2.72,1
9,1,0,11,58,28,1,10,4,0.75,465,0.666666667,1,0,0.25,0,0,50.33333333,30,4.5556,1
25.07,1.03,0.0,31.57,82.98,305.87,6.84,19.09,9.23,0.89,531.37,0.76,0.7,0.0,0.21,0.0,0.0,45.09,10.95,3.04,1
7,1,0,34,96,9,2,32,3,0.833333333,527,0.75,0,0,0.361111111,0,0,73.71428571,20,4.2857,1
19.86,1.46,0.0,13.36,50.16,29.53,4.66,16.5,3.67,0.81,283.0,0.68,0.15,0.08,0.25,0.0,0.0,44.82,7.6,3.58,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
27.53,1.37,0.0,11.07,66.73,291.03,7.54,14.91,6.99,0.89,472.57,0.7,0.69,0.02,0.28,0.0,0.01,49.7,20.18,3.08,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
10.04,1.61,0.0,17.97,71.63,335.77,6.58,22.02,5.97,0.76,491.56,0.58,0.48,0.15,0.2,0.0,0.0,50.67,13.02,2.64,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
6.25,1.87,0.0,11.53,40.95,7.11,3.15,22.17,19.44,0.87,314.52,0.75,0.1,0.24,0.41,0.0,0.0,41.57,14.01,2.24,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
6.25,1.87,0.0,11.53,40.95,7.11,3.15,22.17,19.44,0.87,314.52,0.75,0.1,0.24,0.41,0.0,0.0,41.57,14.01,2.24,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
19.86,1.46,0.0,13.36,50.16,29.53,4.66,16.5,3.67,0.81,283.0,0.68,0.15,0.08,0.25,0.0,0.0,44.82,7.6,3.58,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
6.25,1.87,0.0,11.53,40.95,7.11,3.15,22.17,19.44,0.87,314.52,0.75,0.1,0.24,0.41,0.0,0.0,41.57,14.01,2.24,1
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
8.34,1.7,0.0,31.6,82.59,37.84,0.77,32.89,3.21,0.83,429.48,0.67,0.08,0.13,0.25,0.0,0.0,51.89,10.93,3.07,2
