$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
23,6,0,8,74,217,4,7,6,0.842975207,521,0.909090909,3,0.96875,0.166007905,3,4,21.17391304,8,1.9565,4
27.68,5.3,0.0,79.4,109.93,546.6,18.11,22.28,39.83,0.8,1841.33,0.79,1.6,0.46,0.2,1.44,0.39,42.77,16.46,3.41,2
50.71,2.11,0.0,14.9,55.09,5887.27,18.91,3.62,3.2,1.16,1605.03,0.39,0.06,0.72,0.2,0.63,2.04,43.06,59.75,6.03,6
21,5,0,36,139,74,23,21,14,0.566666667,785,1,5,0.970282318,0.206349206,1,1,36.0952381,29,3.2381,4
14,6,0,14,87,51,5,13,1,0.817307692,497,1,1,0.980938416,0.5,4,12,33.92857143,3,1.4286,2
3,7,0,5,27,3,1,5,3,1,110,1,0,0.996960486,0.666666667,0,0,35.33333333,1,0.6667,1
23.28,5.07,0.02,93.73,118.88,553.49,31.01,21.06,39.62,0.85,1102.61,0.83,1.47,0.13,0.18,3.46,1.37,44.53,11.37,2.67,2
61.43,3.06,0.0,13.79,100.55,1175.58,3.43,12.8,24.38,1.46,245.17,0.81,1.31,0.43,0.54,2.35,6.18,34.16,7.11,4.83,2
45.99,2.12,0.0,56.06,170.54,4183.5,86.29,13.85,29.9,1.33,1920.96,0.59,1.03,0.79,0.29,0.34,4.4,37.94,7.09,4.96,2
14.58,2.88,0.01,41.65,102.93,1209.52,11.83,10.87,25.42,0.72,2027.06,0.9,1.23,0.92,0.15,3.57,0.61,31.23,8.49,1.64,5
9,1,0,12,45,8,10,3,8,0.6875,294,0.833333333,0,0,0.333333333,0,0,31,10,3,2
64,5,0,51,212,1606,26,36,29,0.94235589,1917,0.684210526,5,0.913286713,0.1390625,3,12,28.359375,21,2.3594,8
11.62,4.75,0.0,2.48,11.84,13.47,0.05,4.02,4.19,1.48,78.83,0.75,0.93,0.85,0.56,1.79,6.55,20.89,3.04,1.34,1
10,1,0,8,28,3,7,2,8,0.666666667,230,1,1,0,0.35,0,0,21.5,5,1.8,1
51.02,3.79,0.28,29.2,233.78,461.79,23.15,26.47,31.85,0.82,2294.16,0.95,1.95,0.96,0.26,2.93,2.69,62.95,33.57,3.4,5
73.07,4.12,0.0,13.43,76.96,767.92,15.05,8.09,27.28,1.69,6266.3,0.45,1.06,0.54,0.42,0.42,0.1,11.85,5.03,0.89,5
69.6,2.67,0.0,27.34,122.26,6623.42,43.14,13.75,63.25,0.85,930.02,0.89,1.01,0.74,0.29,3.71,3.69,41.51,13.44,1.47,3
27,1,0,20,102,291,6,17,22,0.875,755,0.875,2,0,0.125874126,0,0,26.66666667,12,2.5185,1
102.39,2.91,0.14,12.58,32.52,9963.58,49.46,8.2,34.08,0.61,3524.59,0.99,7.8,0.45,0.31,0.33,16.24,24.39,18.92,3.41,8
32,1,0,38,123,210,11,31,29,0.683870968,1566,0.9,2,0,0.13671875,0,0,47.625,31,4.25,3
14.49,3.07,0.0,23.43,46.83,29.01,6.41,4.79,13.21,1.58,273.11,0.5,2.2,0.27,0.56,1.39,3.28,16.89,2.85,1.09,1
5,3,0,3,56,2,1,2,5,0.642857143,289,1,0,0.987987988,0.7,2,6,55.4,2,1,2
9.63,3.07,0.0,10.45,41.8,13.17,0.09,10.96,1.0,0.92,66.0,0.52,0.85,0.6,0.27,2.02,10.25,19.54,3.0,1.34,5
7,2,0,9,29,0,2,8,3,0.625,879,0.666666667,2,0.5,0.25,0,0,122.8571429,3,1.4286,2
11.16,3.16,0.02,10.75,108.0,83.23,3.56,8.32,7.5,0.81,1671.23,0.88,2.95,0.61,0.23,1.68,5.92,45.98,17.59,3.27,3
13,6,0,11,68,42,3,10,1,0.796296296,512,1,5,0.982378855,0.5,3,5,37.69230769,9,2.1538,1
10,7,0,19,90,15,6,18,5,0.793650794,606,1,2,0.986466165,0.25,3,6,58.9,17,3.4,1
112.27,1.55,0.36,12.72,271.47,3075.0,41.82,8.96,79.14,0.78,1180.34,0.77,3.86,0.18,0.36,2.43,7.1,33.81,4.77,2.1,4
196.91,3.89,0.04,20.06,365.84,11570.61,38.68,18.11,43.21,0.88,4180.75,0.66,8.11,0.39,0.27,2.52,10.18,36.71,34.77,4.82,9
91.25,3.32,0.16,17.38,121.59,2037.34,7.18,19.98,29.5,0.77,1472.29,0.45,0.18,0.97,0.2,1.8,6.64,35.69,28.76,2.89,4
27,1,0,14,36,293,11,4,26,0.925339367,293,1,7,0,0.136363636,0,0,9.222222222,4,1.1481,1
7,1,0,5,19,0,2,3,0,0,204,1,0,0,0.535714286,0,0,28,3,2.1429,1
18,2,1,14,54,71,8,10,16,0.789915966,460,1,2,0.15,0.208333333,0,0,24.16666667,14,2.5556,1
6,1,0,9,16,0,8,2,1,0,89,1,0,0,0.375,0,0,13.66666667,4,1.8333,1
6.38,1.39,0.0,12.57,50.59,9.0,12.16,13.87,2.2,1.98,264.42,0.14,0.09,0.11,0.52,1.62,0.25,28.82,10.12,5.7,2
50.82,1.04,0.0,127.71,60.06,1544.66,4.53,45.63,29.28,0.84,2766.43,1.0,6.38,0.83,0.19,0.05,0.32,44.48,40.51,3.79,5
12,6,0,7,44,26,3,6,1,0.449197861,650,1,3,0.983823529,0.5,1,3,51.75,3,1.3333,1
