$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
23.39,1.69,0.0,37.07,215.73,281.11,14.96,26.58,40.04,0.82,390.89,0.89,2.57,0.1,0.28,0.66,0.85,57.55,11.85,1.99,1
39.08,1.37,0.0,119.48,89.53,954.14,50.24,20.86,17.44,0.94,571.56,0.79,1.54,0.18,0.18,0.75,0.82,29.98,8.82,0.85,2
31.71,2.0,0.58,34.19,239.88,321.44,9.64,30.1,19.36,1.46,1702.91,0.48,1.04,0.49,0.19,0.44,2.04,16.97,1.9,1.48,1
42.5,2.98,0.0,26.86,131.63,639.87,10.31,5.16,22.83,1.62,1382.36,0.84,1.21,0.44,0.31,0.23,0.03,20.78,3.44,1.49,1
52.42,2.07,0.0,50.79,158.66,1332.22,15.38,46.36,48.02,1.18,269.72,0.94,4.56,0.01,0.09,0.63,0.06,28.35,7.66,1.79,2
8,1,0,32,104,8,4,29,3,0.80952381,955,1,2,0,0.3125,0,0,118,4,1.5,3
35,4,0,16,103,429,0,0,28,0.894117647,824,0.933333333,1,0.663366337,0.314285714,2,4,22.11428571,2,1,1
69.14,1.28,0.0,29.48,174.47,483.41,10.42,11.18,8.22,0.88,1228.74,0.64,0.14,0.01,0.18,0.09,0.57,29.03,5.49,1.52,1
9,2,0,19,39,34,8,13,5,0.9375,178,0.5,1,0.3,0.328125,1,1,18.55555556,1,0.7778,2
23.5,2.37,0.0,16.9,177.06,2435.62,2.39,42.25,23.32,0.95,1882.87,1.0,3.04,0.12,0.21,0.21,1.6,28.83,9.02,1.47,2
19.1,1.37,0.0,36.71,118.9,23.95,8.33,17.54,8.81,1.16,969.97,0.18,0.89,0.08,0.29,0.35,0.68,41.89,1.58,1.18,1
27.0,1.06,0.0,100.46,96.57,45.49,10.61,26.25,13.49,0.81,1407.62,0.99,0.83,0.01,0.3,0.27,0.54,34.18,7.89,1.52,1
47.26,1.93,0.11,47.45,137.73,963.36,8.21,45.1,34.22,0.99,328.26,0.92,3.71,0.1,0.62,0.49,0.2,29.03,5.64,1.68,1
27.38,1.84,0.85,51.53,21.32,914.49,16.08,53.96,26.12,1.4,1740.95,0.78,1.54,0.32,0.22,0.93,2.53,42.55,6.66,1.56,1
20.41,1.31,0.01,38.9,134.42,33.76,9.98,33.3,14.86,1.71,1166.39,0.6,0.73,0.05,0.23,0.84,1.05,48.06,4.75,1.57,1
49.87,1.48,0.0,27.76,174.9,667.98,13.89,13.03,12.83,1.14,1280.12,0.72,2.23,0.36,0.2,1.43,1.02,8.0,10.84,1.31,1
57.88,3.15,0.03,52.89,71.6,713.78,21.69,10.4,19.07,1.77,1656.79,0.45,0.98,0.13,0.22,0.47,1.54,18.32,7.02,1.25,1
29.71,1.0,0.0,53.71,225.54,93.05,18.62,31.03,15.33,0.86,265.29,0.9,3.57,0.0,0.39,0.0,0.0,77.27,12.17,1.89,1
81.57,2.7,0.0,54.1,98.54,990.48,14.41,24.32,6.28,1.13,1635.37,0.55,1.72,0.3,0.32,0.93,0.31,9.48,7.06,1.61,2
8,1,0,27,8,28,14,14,8,2,8,0,0,0,0.267857143,0,0,0,1,1,1
24.48,1.25,0.01,47.33,55.14,85.65,24.64,18.11,9.74,0.9,1201.54,0.39,1.76,0.05,0.15,0.37,0.17,32.66,13.05,2.47,1
10.27,1.05,0.0,39.07,89.02,117.29,13.59,19.25,9.38,0.89,723.76,0.28,3.56,0.02,0.24,0.13,0.02,13.75,7.27,1.36,1
