$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
14.6,1.55,0.6,26.33,74.27,104.43,23.16,6.76,18.19,0.84,293.85,0.41,4.36,0.44,0.2,0.95,2.15,25.22,3.47,2.01,3
11,2,0,6,27,19,0,6,11,0.911111111,199,0.555555556,0,0.444444444,0.303030303,0,0,16.27272727,7,2,1
43.21,1.0,1.21,37.31,81.69,183.67,32.24,5.16,21.27,0.77,642.98,0.42,4.54,0.0,0.15,0.0,0.0,35.67,6.02,2.42,5
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
19,2,0,8,36,141,1,7,15,0.864197531,229,0.888888889,0,0.6,0.355555556,1,1,10.57894737,4,0.9474,1
8,1,0,6,31,22,0,6,2,0.942857143,324,0,7,0,0.285714286,0,0,38.25,5,2,1
8,1,0,5,39,24,0,5,2,0.714285714,328,0,1,0,0.214285714,0,0,39.75,2,1.125,1
15.55,1.36,0.0,20.82,64.09,88.5,5.22,14.93,8.43,1.37,128.37,0.22,0.31,0.33,0.88,0.05,0.97,33.7,1.13,1.29,3
13.59,1.89,0.72,27.25,28.5,7.16,7.49,6.99,12.58,0.67,314.79,0.38,0.12,0.68,0.32,1.13,12.96,18.51,13.11,2.23,3
15,1,0,42,48,77,35,8,9,0.898496241,304,0.421052632,4,0,0.196428571,0,0,18,4,1.4,4
4,1,0,2,19,4,1,1,2,0.666666667,139,0,0,0,0.555555556,0,0,33.5,3,1.25,1
37.8,1.0,0.22,14.83,72.78,30.86,3.03,5.87,7.41,1.4,201.52,0.29,2.81,0.0,0.55,0.0,0.0,7.59,4.3,2.37,3
16,2,0,10,48,34,1,10,16,0.883333333,320,0,3,0.545454545,0.25,2,3,18.5,5,1.4375,5
21.09,1.0,0.44,32.16,80.66,133.61,29.45,5.02,12.21,0.67,610.97,0.27,3.31,0.0,0.25,0.0,0.0,29.51,3.72,1.51,3
30.02,1.0,0.31,9.55,52.41,107.59,19.83,4.48,16.11,0.77,513.73,0.12,3.53,0.0,0.19,0.0,0.0,30.14,5.38,1.66,4
8,1,0,6,48,6,0,6,2,0.666666667,356,0,3,0,0.257142857,0,0,42.375,3,1.75,1
10,1,0,7,49,13,1,6,6,0.694444444,386,0.5,0,0,0.35,0,0,37.2,11,2.9,2
18,2,0,8,42,81,0,8,17,1,517,0.064516129,1,0.545454545,0.259259259,2,4,26,22,3.9444,1
13.97,2.72,0.0,10.35,42.37,2.78,8.49,7.54,11.12,0.7,294.01,0.32,0.0,0.65,0.15,0.41,9.79,21.04,5.82,1.91,1
10,2,0,7,19,27,3,4,9,0.901234568,130,0.666666667,1,0.5,0.5,0,0,11.1,3,1.2,1
23,1,0,23,65,125,15,10,20,0.873737374,530,0.111111111,3,0,0.186868687,0,0,21.65217391,6,1.913,3
27,2,0,10,80,239,0,10,22,0.938034188,565,0.055555556,2,0.418604651,0.240740741,2,3,19.25925926,10,1.8519,3
6.22,1.57,0.0,3.07,53.21,108.6,0.47,2.27,21.32,0.7,285.63,0.38,1.82,0.4,0.33,0.94,0.18,19.88,9.46,2.06,2
5,1,0,7,31,10,0,7,2,0.875,145,0,0,0,0.3,0,0,27.6,3,1.4,3
8,1,0,3,30,12,0,3,2,0.666666667,228,0,1,0,0.321428571,0,0,26.75,4,1.75,1
