$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
4.35,1.45,0.41,8.92,2.47,9.99,7.93,12.82,4.07,1.91,134.6,0.64,0.91,0.31,0.51,1.22,0.41,5.55,1.92,1.91,1
8.98,1.96,0.0,14.22,49.44,49.96,1.0,9.02,2.75,1.38,441.24,0.24,0.28,0.47,0.4,1.69,1.36,38.98,3.5,0.73,1
6,4,0,8,34,0,0,8,6,0.6,493,1,0,0.939759036,0.555555556,1,1,80.5,1,0.8333,2
20.07,1.15,0.0,9.09,40.79,23.09,0.18,8.42,21.2,0.9,434.77,0.82,0.87,0.01,0.4,2.07,3.14,30.28,9.3,2.37,1
16.92,3.05,0.0,18.31,58.95,137.56,8.22,11.97,8.01,1.88,493.93,0.07,0.88,0.6,0.52,3.5,0.19,93.88,13.95,1.88,1
14,1,1,9,34,47,4,5,12,0.824175824,279,1,0,0,0.307692308,0,0,18.42857143,6,1.8571,1
1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1,1
22.55,2.42,0.0,26.94,37.27,138.41,8.37,14.17,14.83,0.82,933.7,0.51,4.23,0.32,0.66,0.88,0.24,31.89,6.99,1.13,1
12.81,2.29,0.01,8.52,50.73,12.52,1.1,5.24,2.33,0.74,88.77,0.26,0.37,0.65,0.73,0.45,0.43,23.13,11.22,1.62,1
5.47,2.67,0.0,3.29,7.06,4.78,0.86,4.16,4.04,0.77,114.1,0.8,0.33,0.74,0.7,0.53,4.34,55.22,1.4,1.64,1
4,3,0,5,12,0,0,5,4,0.333333333,48,1,0,0.925,0.75,0,0,10.75,1,0.75,2
12.94,2.77,1.1,7.02,23.29,7.71,2.07,3.33,2.5,1.56,350.03,0.25,0.3,0.91,0.56,0.43,0.01,21.12,2.13,2.45,1
7.63,2.29,0.0,10.74,43.68,34.19,0.11,9.51,2.95,1.9,696.15,0.16,0.0,0.73,0.38,0.0,0.0,66.03,6.91,1.3,1
20,4,0,7,71,102,2,7,14,0.821052632,677,1,2,0.804123711,0.3,2,2,32.35,5,1.25,1
2,3,0,3,7,1,1,3,2,2,23,0,0,0.96969697,1,0,0,10.5,1,0.5,1
5.03,3.67,0.0,7.22,47.5,4.91,0.52,8.79,3.66,0.87,275.87,0.78,0.0,0.92,0.48,3.59,2.92,37.57,9.32,0.73,1
6.09,3.28,0.0,12.89,51.65,14.73,0.15,11.74,8.42,1.58,141.16,0.49,0.13,0.88,0.76,0.28,5.93,11.49,4.96,1.37,1
17.76,3.59,0.34,12.7,24.42,63.93,2.33,8.65,1.14,1.76,171.19,0.19,0.95,0.21,0.5,0.68,2.08,6.19,7.17,4.05,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
4.7,2.17,0.1,6.34,66.0,5.77,3.32,3.13,2.66,1.46,110.9,0.29,0.78,0.81,0.78,0.0,0.0,37.3,5.45,3.89,1
5.78,1.13,0.0,14.38,50.69,44.24,10.23,11.41,9.66,1.01,435.3,0.79,1.79,0.67,0.29,0.13,0.35,20.58,6.3,1.6,1
9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0,0.592592593,0,0,31.66666667,5,2.7778,1
15,3,0,15,54,59,0,15,15,0.880952381,398,1,1,0.725490196,0.373333333,0,0,24.73333333,3,1.3333,1
26,1,0,9,62,119,1,8,24,0.68,437,1,4,0,0.317307692,0,0,15.53846154,6,1.6923,1
12.07,2.57,1.69,9.77,25.14,15.67,1.75,15.06,7.04,0.76,560.96,0.25,1.24,0.82,0.48,1.03,4.45,23.45,3.51,2.4,1
14.98,3.69,0.02,9.97,60.06,25.78,1.92,8.11,2.31,1.29,493.24,0.09,1.05,0.78,0.4,1.42,4.68,52.73,11.59,2.45,1
3,1,0,7,15,3,1,6,1,2,112,0,0,0,0.444444444,0,0,36.33333333,1,0.6667,1
13,1,4,11,18,0,5,10,9,0.583333333,78,1,1,0,0.161538462,0,0,4.846153846,1,0.9231,1
4.07,1.34,0.0,9.95,22.38,4.01,0.87,10.57,1.6,1.98,158.83,0.54,0.02,0.4,0.54,1.0,4.51,56.53,1.39,2.95,1
11.26,2.61,0.0,7.53,38.32,54.65,0.52,11.47,2.01,1.62,191.1,0.65,0.05,0.92,0.7,2.32,2.34,46.18,6.22,1.69,1
8.35,2.02,0.0,12.27,12.83,3.39,1.0,8.56,4.51,1.87,199.93,0.35,0.77,0.62,0.78,0.09,0.06,46.66,1.06,0.93,1
9.71,3.84,0.87,9.86,23.93,1066.18,10.9,12.77,16.11,1.85,397.81,0.33,1.02,0.68,0.55,1.82,0.42,11.4,1.87,1.06,1
5,4,0,10,42,10,0,10,1,2,481,0,0,0.952380952,0.6,4,6,95.2,15,5.2,1
3,1,0,12,20,3,1,11,1,2,165,0,0,0,0.444444444,0,0,54,1,0.6667,1
9.66,1.27,0.54,17.9,79.37,9.42,3.49,6.92,4.0,0.55,797.77,1.0,3.61,0.56,0.44,0.0,0.0,47.19,10.15,4.52,1
4.25,3.42,0.0,8.63,7.19,2.98,0.65,4.11,3.78,1.07,297.95,0.22,0.0,0.95,0.67,0.42,3.23,28.72,2.57,0.96,1
24.69,1.38,0.0,10.6,61.14,48.7,1.56,9.88,10.73,0.99,576.17,0.42,1.28,0.31,0.41,0.0,0.0,30.28,1.46,1.01,1
8.06,1.3,7.88,10.76,54.14,6.02,6.62,7.86,2.37,1.53,509.06,0.87,4.87,0.23,0.54,1.37,0.15,41.01,11.39,2.72,1
8,3,0,5,41,10,0,5,8,0.80952381,236,1,0,0.840909091,0.875,1,1,27.75,14,2.625,1
11,1,8,22,86,15,8,14,4,0.728571429,887,1,7,0,0.266666667,0,0,77.72727273,22,4.6364,1
5.78,1.13,0.0,14.38,50.69,44.24,10.23,11.41,9.66,1.01,435.3,0.79,1.79,0.67,0.29,0.13,0.35,20.58,6.3,1.6,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
12.07,2.57,1.69,9.77,25.14,15.67,1.75,15.06,7.04,0.76,560.96,0.25,1.24,0.82,0.48,1.03,4.45,23.45,3.51,2.4,1
11.26,2.61,0.0,7.53,38.32,54.65,0.52,11.47,2.01,1.62,191.1,0.65,0.05,0.92,0.7,2.32,2.34,46.18,6.22,1.69,1
14.98,3.69,0.02,9.97,60.06,25.78,1.92,8.11,2.31,1.29,493.24,0.09,1.05,0.78,0.4,1.42,4.68,52.73,11.59,2.45,1
4.35,1.45,0.41,8.92,2.47,9.99,7.93,12.82,4.07,1.91,134.6,0.64,0.91,0.31,0.51,1.22,0.41,5.55,1.92,1.91,1
12.94,2.77,1.1,7.02,23.29,7.71,2.07,3.33,2.5,1.56,350.03,0.25,0.3,0.91,0.56,0.43,0.01,21.12,2.13,2.45,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
22.55,2.42,0.0,26.94,37.27,138.41,8.37,14.17,14.83,0.82,933.7,0.51,4.23,0.32,0.66,0.88,0.24,31.89,6.99,1.13,1
12.94,2.77,1.1,7.02,23.29,7.71,2.07,3.33,2.5,1.56,350.03,0.25,0.3,0.91,0.56,0.43,0.01,21.12,2.13,2.45,1
17.76,3.59,0.34,12.7,24.42,63.93,2.33,8.65,1.14,1.76,171.19,0.19,0.95,0.21,0.5,0.68,2.08,6.19,7.17,4.05,1
4.35,1.45,0.41,8.92,2.47,9.99,7.93,12.82,4.07,1.91,134.6,0.64,0.91,0.31,0.51,1.22,0.41,5.55,1.92,1.91,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
8.06,1.3,7.88,10.76,54.14,6.02,6.62,7.86,2.37,1.53,509.06,0.87,4.87,0.23,0.54,1.37,0.15,41.01,11.39,2.72,1
8.98,1.96,0.0,14.22,49.44,49.96,1.0,9.02,2.75,1.38,441.24,0.24,0.28,0.47,0.4,1.69,1.36,38.98,3.5,0.73,1
5.78,1.13,0.0,14.38,50.69,44.24,10.23,11.41,9.66,1.01,435.3,0.79,1.79,0.67,0.29,0.13,0.35,20.58,6.3,1.6,1
14.98,3.69,0.02,9.97,60.06,25.78,1.92,8.11,2.31,1.29,493.24,0.09,1.05,0.78,0.4,1.42,4.68,52.73,11.59,2.45,1
17.76,3.59,0.34,12.7,24.42,63.93,2.33,8.65,1.14,1.76,171.19,0.19,0.95,0.21,0.5,0.68,2.08,6.19,7.17,4.05,1
20.07,1.15,0.0,9.09,40.79,23.09,0.18,8.42,21.2,0.9,434.77,0.82,0.87,0.01,0.4,2.07,3.14,30.28,9.3,2.37,1
9.71,3.84,0.87,9.86,23.93,1066.18,10.9,12.77,16.11,1.85,397.81,0.33,1.02,0.68,0.55,1.82,0.42,11.4,1.87,1.06,1
5.47,2.67,0.0,3.29,7.06,4.78,0.86,4.16,4.04,0.77,114.1,0.8,0.33,0.74,0.7,0.53,4.34,55.22,1.4,1.64,1
5.03,3.67,0.0,7.22,47.5,4.91,0.52,8.79,3.66,0.87,275.87,0.78,0.0,0.92,0.48,3.59,2.92,37.57,9.32,0.73,1
4.25,3.42,0.0,8.63,7.19,2.98,0.65,4.11,3.78,1.07,297.95,0.22,0.0,0.95,0.67,0.42,3.23,28.72,2.57,0.96,1
4.07,1.34,0.0,9.95,22.38,4.01,0.87,10.57,1.6,1.98,158.83,0.54,0.02,0.4,0.54,1.0,4.51,56.53,1.39,2.95,1
7.63,2.29,0.0,10.74,43.68,34.19,0.11,9.51,2.95,1.9,696.15,0.16,0.0,0.73,0.38,0.0,0.0,66.03,6.91,1.3,1
14.98,3.69,0.02,9.97,60.06,25.78,1.92,8.11,2.31,1.29,493.24,0.09,1.05,0.78,0.4,1.42,4.68,52.73,11.59,2.45,1
6.09,3.28,0.0,12.89,51.65,14.73,0.15,11.74,8.42,1.58,141.16,0.49,0.13,0.88,0.76,0.28,5.93,11.49,4.96,1.37,1
8.06,1.3,7.88,10.76,54.14,6.02,6.62,7.86,2.37,1.53,509.06,0.87,4.87,0.23,0.54,1.37,0.15,41.01,11.39,2.72,1
22.55,2.42,0.0,26.94,37.27,138.41,8.37,14.17,14.83,0.82,933.7,0.51,4.23,0.32,0.66,0.88,0.24,31.89,6.99,1.13,1
8.06,1.3,7.88,10.76,54.14,6.02,6.62,7.86,2.37,1.53,509.06,0.87,4.87,0.23,0.54,1.37,0.15,41.01,11.39,2.72,1
9.66,1.27,0.54,17.9,79.37,9.42,3.49,6.92,4.0,0.55,797.77,1.0,3.61,0.56,0.44,0.0,0.0,47.19,10.15,4.52,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
12.94,2.77,1.1,7.02,23.29,7.71,2.07,3.33,2.5,1.56,350.03,0.25,0.3,0.91,0.56,0.43,0.01,21.12,2.13,2.45,1
14.98,3.69,0.02,9.97,60.06,25.78,1.92,8.11,2.31,1.29,493.24,0.09,1.05,0.78,0.4,1.42,4.68,52.73,11.59,2.45,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
5.47,2.67,0.0,3.29,7.06,4.78,0.86,4.16,4.04,0.77,114.1,0.8,0.33,0.74,0.7,0.53,4.34,55.22,1.4,1.64,1
5.47,2.67,0.0,3.29,7.06,4.78,0.86,4.16,4.04,0.77,114.1,0.8,0.33,0.74,0.7,0.53,4.34,55.22,1.4,1.64,1
4.7,2.17,0.1,6.34,66.0,5.77,3.32,3.13,2.66,1.46,110.9,0.29,0.78,0.81,0.78,0.0,0.0,37.3,5.45,3.89,1
8.35,2.02,0.0,12.27,12.83,3.39,1.0,8.56,4.51,1.87,199.93,0.35,0.77,0.62,0.78,0.09,0.06,46.66,1.06,0.93,1
11.26,2.61,0.0,7.53,38.32,54.65,0.52,11.47,2.01,1.62,191.1,0.65,0.05,0.92,0.7,2.32,2.34,46.18,6.22,1.69,1
17.63,3.06,0.95,9.33,65.01,27.68,5.55,5.63,11.69,1.41,447.22,0.64,1.63,0.56,0.33,1.59,0.18,25.72,7.36,1.33,1
12.81,2.29,0.01,8.52,50.73,12.52,1.1,5.24,2.33,0.74,88.77,0.26,0.37,0.65,0.73,0.45,0.43,23.13,11.22,1.62,1
16.92,3.05,0.0,18.31,58.95,137.56,8.22,11.97,8.01,1.88,493.93,0.07,0.88,0.6,0.52,3.5,0.19,93.88,13.95,1.88,1
11.26,2.61,0.0,7.53,38.32,54.65,0.52,11.47,2.01,1.62,191.1,0.65,0.05,0.92,0.7,2.32,2.34,46.18,6.22,1.69,1
4.07,1.34,0.0,9.95,22.38,4.01,0.87,10.57,1.6,1.98,158.83,0.54,0.02,0.4,0.54,1.0,4.51,56.53,1.39,2.95,1
8.35,2.02,0.0,12.27,12.83,3.39,1.0,8.56,4.51,1.87,199.93,0.35,0.77,0.62,0.78,0.09,0.06,46.66,1.06,0.93,1
24.69,1.38,0.0,10.6,61.14,48.7,1.56,9.88,10.73,0.99,576.17,0.42,1.28,0.31,0.41,0.0,0.0,30.28,1.46,1.01,1
20.07,1.15,0.0,9.09,40.79,23.09,0.18,8.42,21.2,0.9,434.77,0.82,0.87,0.01,0.4,2.07,3.14,30.28,9.3,2.37,1
7,2,0,2,18,11,1,1,4,0.633333333,118,1,1,0.454545455,0.357142857,1,1,15.14285714,2,1,0
2,6,0,3,4,1,0,3,1,2,11,0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
8,1,0,6,25,0,5,1,7,0.6,169,1,0,0,0.416666667,0,0,19.5,7,1.875,0
44,4,0,19,91,802,6,14,40,0.94369645,724,0.947368421,2,0.644628099,0.156818182,3,3,15.02272727,7,1.4091,0
0,1,0,1,0,0,1,0,0,2,24,0,0,0,0,0,0,0,0,0,0
17,4,0,7,81,40,4,3,10,0.821428571,1159,0.904761905,8,0.516129032,0.25,2,4,65.94117647,2,0.9412,0
10,3,0,2,21,21,0,2,9,0.6,135,1,0,0.804347826,0.4,1,1,12,1,0.9,0
