$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
10.92,2.75,0.0,13.1,40.54,1.81,1.96,10.95,11.75,1.59,240.58,0.31,0.06,0.54,0.03,0.64,2.49,26.87,2.98,0.78,1
64.56,3.0,0.0,19.9,49.8,1291.37,5.86,11.5,12.8,0.45,1126.41,0.99,5.95,0.54,0.17,2.09,3.0,17.7,10.81,1.78,4
20,4,0,13,97,116,1,13,16,0.868421053,895,1,0,0.7625,0.19,4,4,42.85,1,0.95,2
30,1,0,31,65,303,29,4,26,0.689655172,634,1,0,0,0.177339901,0,0,20.03333333,18,2.2333,1
9,2,0,17,73,14,7,16,4,0.725,432,1,5,0.708333333,0.275,1,1,46.44444444,1,0.7778,1
3,2,0,9,28,3,1,8,2,2,155,0,0,0.92,1,1,1,50.66666667,11,4,1
53.73,4.05,0.77,17.03,127.22,1483.1,6.7,15.91,52.89,0.86,2173.5,1.0,3.67,0.68,0.22,1.18,2.47,26.8,9.3,1.64,3
30.93,4.46,1.79,15.36,88.56,749.47,10.74,19.25,24.3,0.51,830.45,0.62,0.82,0.51,0.28,1.94,1.14,23.54,4.97,1.75,2
6.2,1.43,0.0,8.76,28.8,38.02,1.07,4.79,3.24,1.23,304.1,0.76,0.33,0.82,0.34,0.14,0.25,120.26,5.3,1.29,1
30.73,4.4,0.44,13.19,84.89,258.96,2.0,11.1,24.0,0.76,798.21,1.0,6.0,0.11,0.16,2.45,9.93,27.29,6.48,1.44,3
53,1,1,37,119,1112,28,9,28,0.842657343,1739,1,2,0,0.244505495,0,0,31.39622642,23,2.8113,2
10.89,1.01,0.84,10.65,26.87,311.24,1.99,13.49,28.4,1.46,305.84,0.48,3.2,0.17,0.45,1.47,0.04,20.97,7.18,1.13,1
19,5,0,14,45,25,4,10,16,0.488888889,458,0.8,0,0.85046729,0.298245614,4,15,22.57894737,4,1.8421,3
17,1,0,4,58,130,1,4,5,0.921875,630,0.25,0,0,0.129411765,0,0,35.82352941,4,2.1176,1
19.8,3.65,0.0,11.99,25.07,342.77,4.58,9.67,15.2,0.74,999.92,0.56,0.36,0.47,0.26,3.82,5.92,30.43,8.2,1.86,2
8,3,0,15,77,6,1,14,5,0.825396825,585,1,1,0.840909091,0.35,0,0,71,10,3.875,2
31,3,2,20,97,307,3,17,24,0.884126984,1137,1,2,0.552238806,0.209677419,2,2,35,18,1.871,4
21.18,2.0,15.7,65.4,39.66,8.1,56.22,7.31,5.02,0.97,311.51,0.26,3.87,0.39,0.79,1.0,2.51,90.47,3.34,0.58,1
33,1,0,29,100,420,19,25,22,0.902777778,1585,0.333333333,0,0,0.28125,0,0,46.21212121,17,2.1818,3
17,3,0,19,67,112,6,13,14,0.770833333,468,1,1,0.652173913,0.183006536,1,1,26.17647059,16,2.7059,2
16,1,3,13,39,80,6,7,12,0.876190476,341,0.857142857,0,0,0.285714286,0,0,19.875,8,1.75,1
45.46,1.37,0.04,15.16,44.34,664.96,1.05,23.79,16.27,1.51,660.13,0.57,4.02,0.52,0.27,1.93,6.86,27.85,3.97,0.84,2
14,2,0,18,63,65,9,13,2,0.879120879,322,1,3,0.586206897,0.230769231,1,1,21.5,2,0.9286,1
15.25,2.87,20.89,116.55,124.12,1607.85,8.76,8.81,11.41,1.21,1165.92,0.87,3.57,0.58,0.51,1.4,2.35,16.01,10.53,1.45,2
