$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
9,3,0,5,26,16,0,5,7,0.75,185,1,0,0.8,0.388888889,0,0,19,2,1,1
35.89,3.0,0.04,20.56,168.04,2150.4,203.27,8.79,18.74,0.81,625.87,0.42,2.93,0.83,0.28,3.63,2.61,21.76,10.72,2.22,2
3,4,0,5,11,1,1,4,1,0.5,41,1,1,0.971428571,0.75,1,2,12.33333333,3,1,1
16,3,0,15,65,76,0,15,13,0.92,483,1,0,0.725490196,0.311111111,0,0,28.25,9,1.5625,1
65.5,3.07,0.0,282.29,285.93,3053.04,348.75,23.95,71.4,0.86,2228.14,0.59,2.02,0.38,0.22,0.45,2.72,20.96,5.94,1.28,6
63,1,2,61,144,1603,51,10,31,0.874288425,2303,1,2,0,0.213709677,0,0,35.01587302,35,3.2381,3
17,5,0,9,34,118,2,7,17,0.975,137,0.5,1,0.905882353,0.270588235,3,5,6.470588235,2,1.0588,1
12,3,0,15,99,18,1,14,8,0.826446281,804,1,1,0.770833333,0.277777778,2,2,65.08333333,18,4.8333,2
27.4,1.54,0.0,2.56,125.65,933.79,30.82,3.78,24.0,1.97,1111.54,0.52,0.64,0.06,0.59,0.08,0.75,10.5,6.6,2.15,2
43,3,1,25,120,451,9,16,30,0.893374741,920,1,5,0.480519481,0.146825397,0,0,19.86046512,15,1.5116,1
47.25,1.15,0.04,128.72,225.27,5162.69,166.43,3.96,68.06,1.72,225.26,0.24,4.58,0.0,0.51,0.76,2.33,18.07,5.32,1.05,6
4,1,0,7,20,4,4,3,2,0.888888889,187,0.333333333,0,0,0.5,0,0,45,9,3.5,1
56,2,2,51,169,1200,37,16,35,0.848863636,1842,0.875,2,0.409638554,0.155844156,1,5,31.60714286,14,2.1964,6
94.0,2.65,0.0,67.93,71.57,4003.55,25.95,11.29,37.56,1.22,1445.13,0.62,3.67,0.84,0.36,3.01,0.09,10.13,10.59,2.41,4
72.91,1.5,0.0,17.82,179.11,512.39,68.42,18.62,10.47,0.82,370.35,0.55,0.66,0.11,0.28,0.75,0.42,36.29,5.55,1.12,4
22.39,2.12,0.0,10.19,60.0,205.26,1.99,5.93,17.83,1.08,490.8,0.44,0.0,0.8,0.27,2.44,7.6,80.81,19.26,3.62,1
12,3,0,14,58,0,0,14,11,0.606060606,303,1,1,0.770833333,0.226190476,2,3,24,3,1.25,1
31.22,4.22,0.37,32.39,102.01,994.24,4.01,11.14,54.7,1.13,2239.64,0.89,4.25,0.46,0.12,0.4,14.42,74.2,25.78,1.82,5
25.74,1.77,1.96,2.91,81.6,133.68,10.76,5.53,20.77,1.38,100.76,0.63,1.48,0.09,0.54,0.4,4.66,14.58,0.02,0.95,2
14,3,2,8,38,83,2,6,8,0.743589744,220,1,1,0.74,0.297619048,1,1,14.5,4,1.2143,2
74.16,1.25,0.0,231.08,208.38,4359.16,260.43,26.22,58.03,1.27,1078.49,0.34,3.03,0.17,0.36,0.11,0.0,56.14,2.45,1.29,7
7,1,0,16,7,21,15,1,7,2,7,0,0,0,1,0,0,0,1,1,1
6.22,2.13,0.0,15.87,48.86,278.44,1.91,11.62,7.93,1.54,1336.67,0.6,2.65,0.66,0.63,0.73,0.03,63.27,13.15,1.35,2
